,Date,Ticker,Url,headline,source,snippet
6,1 month ago,MSFT,"https://seekingalpha.com/article/4551291-microsoft-q3-earnings-double-digit-growth-again-excluding-currency"" ","Microsoft: Double-Digit Growth Again In Q3, Excluding ...",Seeking Alpha,"MSFT stock fell 7.7% after Q1 FY23 results last Wednesday and is now down 
30% ... in Windows Commercial and Search &amp; News Advertising:..."
7,1 month ago,MSFT,"https://www.bloomberg.com/news/articles/2022-11-02/google-ibm-wells-fargo-begin-posting-salary-ranges-for-us-job-listings"" ","Google, IBM, Wells Fargo Begin Posting Salary Ranges for US ...",Bloomberg.com,"Alphabet and IBM confirmed to Bloomberg News that starting Nov. ... 
beginning November 1, 2022, will include pay ranges for all new US job..."
8,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/companies/tcs-launches-sap-on-microsoft-azure-9426361.html"" ",TCS launches SAP on Microsoft Azure,Moneycontrol,"Tata Consultancy Services (TCS) has launched a SAP platform suite to help 
enterprises establish and run their SAP environments on Microsoft..."
9,1 month ago,MSFT,"https://inc42.com/buzz/exclusive-microsoft-backs-indian-hrtech-unicorn-darwinbox/"" ",Exclusive: Microsoft Backs Indian HRTech Unicorn Darwinbox,Inc42,"Exclusive: Microsoft Backs Indian HRTech Unicorn Darwinbox ... Series D3 
compulsory convertible preference shares to Microsoft Corporation."
0,1 month ago,MSFT,"https://finance.yahoo.com/news/alger-spectra-fund-bullish-microsoft-044636581.html"" ",Alger Spectra Fund is Bullish on Microsoft Corporation (MSFT),Yahoo Finance,"In the third quarter, Class A shares of the fund outperformed the Russell 
... On November 2, 2022, Microsoft Corporation (NASDAQ:MSFT) stock..."
1,3 weeks ago,MSFT,"https://seekingalpha.com/article/4555835-microsoft-what-should-be-focus-of-investors"" ",Microsoft: What Should Be The Focus Of Investors (NASDAQ ...,Seeking Alpha,"Many stocks, especially those of IT companies were in almost free fall on 
the afternoon of Wednesday, November 2, 2022 as traders scrambled to..."
2,1 month ago,MSFT,"https://www.zacks.com/stock/news/2013038/should-investors-buy-amazon-stock-after-its-recent-drop"" ",Should Investors Buy Amazon Stock After Its Recent Drop?,Zacks,"Should Investors Buy Amazon Stock After Its Recent Drop? Shaun Pruitt 
November 02, 2022. AMZN Quick Quote AMZN MSFT Quick Quote"
3,1 month ago,MSFT,"https://finance.yahoo.com/news/dlocal-limited-dlo-shares-declined-232324678.html"" ",DLocal Limited (DLO) Shares Declined Despite Strong Quarterly Results,Yahoo Finance,"On November 2, 2022, DLocal Limited (NASDAQ:DLO) stock closed at ... for 
large global merchants such as Google, Microsoft, and Netflix."
4,1 month ago,MSFT,"https://finance.yahoo.com/news/top-research-reports-abbott-laboratories-210209416.html"" ","Top Research Reports for Abbott Laboratories, ServiceNow &amp; Schlumberger",Yahoo Finance,"Abbott Laboratories' shares have declined -22.2% over the past year ... 
Strategic alliances with the likes of Microsoft remain tailwinds."
5,1 day ago,MSFT,"https://www.marketscreener.com/quote/stock/RIMINI-STREET-INC-45375850/news/Rimini-Street-Named-a-Supplier-for-UK-G-Cloud-13-Framework-for-all-its-Application-Database-Manage-42454205/"" ","Rimini Street Named a Supplier for UK G-Cloud 13 Framework for all its 
Application, Database, Managed and Professional Services",MarketScreener,"... SAP, Microsoft and IBM) and open source (Postgres, MySQL, MongoDB, ... 
Street's Quarterly Report on Form 10-Q filed on November 2, 2022,..."
6,1 month ago,MSFT,"https://www.kyndryl.com/nz/en/about-us/news/2022/11/kyndryl-q2-2023-fiscal-earnings-results"" ",Kyndryl Reports Second Quarter 2023 Results,Kyndryl,"NEW YORK, November 2, 2022 — Kyndryl Holdings, Inc. (NYSE:KD), ... A new 
initiative expanding Kyndryl's partnership with Microsoft to..."
7,1 month ago,MSFT,"https://www.zacks.com/stock/news/2012889/altice-usa,-inc.-(atus)-lags-q3-earnings-and-revenue-estimates"" ","Altice USA, Inc. (ATUS) Lags Q3 Earnings and Revenue Estimates",Zacks,"Altice USA, Inc. (ATUS) Lags Q3 Earnings and Revenue Estimates. Zacks 
Equity Research November 02, 2022."
8,4 weeks ago,MSFT,"https://finance.yahoo.com/news/8-things-to-know-about-elon-musk-and-twitter-113056331.html"" ",8 things to know about Elon Musk and Twitter: Morning Brief,Yahoo Finance,"I'm at a press conference with Microsoft President Brad Smith and ... Elon 
is seemingly bound and determined to dominate the news cycle."
9,1 month ago,MSFT,"https://stocknews.com/news/ko-csco-low-3-household-name-stocks-still-worth-buying-in-2022/"" ",KO: 3 Household-Name Stocks Still Worth Buying in 2022,StockNews,"On October 12, CSCO and Microsoft Corporation (MSFT) announced their 
partnership ... which was payable to shareholders on November 2, 2022."
0,1 month ago,MSFT,"https://capital.com/microsoft-stock-split-msft-price"" ",Microsoft Stock Split | Will Microsoft Stock Split Again?,Capital.com,"Microsoft stock split: MSFT stock price fall may scupper hopes of ... the 
Microsoft stock price has risen 162%, as of 3 November, 2022,..."
1,1 month ago,MSFT,"https://finance.yahoo.com/news/raytheon-technologies-collaborates-microsoft-accelerate-140000399.html"" ","Raytheon Technologies collaborates with Microsoft to accelerate key 
business priorities through cloud adoption",Yahoo Finance,"REDMOND, Wash., Nov. 3, 2022 /PRNewswire/ -- Raytheon Technologies is 
deepening its collaboration with Microsoft Corp. (Nasdaq: MSFT) to..."
2,3 weeks ago,MSFT,"https://stocknews.com/news/msft-pep-biib-ftnt-4-nasdaq-stocks-youll-never-regret-buying/"" ",MSFT: 4 Nasdaq Stocks You'll Never Regret Buying,StockNews,"4 Nasdaq Stocks You'll Never Regret Buying. NASDAQ: MSFT | Microsoft Corp. 
News, Ratings, and Charts."
3,1 month ago,MSFT,"https://finance.yahoo.com/news/microsoft-overtakes-amazon-interbrands-2022-040100503.html"" ",Microsoft overtakes Amazon in Interbrand's 2022 Best Global Brands Report,Yahoo Finance,"NEW YORK, Nov. 3, 2022 /PRNewswire/ -- Interbrand has today ... View 
original content:https://www.prnewswire.co.uk/news-releases/microsoft-..."
4,4 weeks ago,MSFT,"https://www.nasdaq.com/articles/is-meta-platforms-spending-too-much-on-data-centers"" ",Is Meta Platforms Spending Too Much on Data Centers?,Nasdaq,"*Stock prices used were the market prices of Nov. 3, 2022. The video was 
published on Nov. 4, 2022. 10 stocks we like better than Meta Platforms..."
5,1 month ago,MSFT,"https://finance.yahoo.com/news/global-deep-learning-market-research-104500316.html"" ","Global Deep Learning Market Research Report 2022-2027 Featuring AWS, 
Google, IBM, Intel, Micron Technology, Microsoft, Nvidia, Qualcomm, 
Samsung, &amp; Sensory",Yahoo Finance,"DUBLIN, Nov. 3, 2022 /PRNewswire/ -- The ""Deep Learning Market - Global ... 
-microsoft-nvidia-qualcomm-samsung--sensory-301667374.html."
6,3 weeks ago,MSFT,"https://www.pcmag.com/news/2022-is-battering-the-market-value-of-the-top-tech-companies"" ",2022 Is Battering the Market Value of the Top Tech Companies,PCMag,"Details: As of January 1, 2022 vs as of November 3, 2022; in billion USD; 
Apple, Microsoft, Alphabet, Amazon, Tesla."
7,1 month ago,MSFT,"https://www.morningstar.ca/ca/news/227933/3-takeaways-from-big-tech-earnings-results.aspx"" ",3 Takeaways From Big Tech Earnings Results,Morningstar,"Stocks such as Amazon.com (AMZN), Microsoft (MSFT), ... The news sparked a 
one-day decline of 6.8% in Amazon stock on Oct. 28."
8,2 days ago,MSFT,"https://stocknews.com/news/pfe-csco-rtx-3-stocks-that-still-have-room-to-run/"" ",PFE: 3 Stocks That Still Have Room to Run,StockNews,"On November 3, 2022, PFE's investigational cancer immunotherapy, 
elranatamab, ... Furthermore, on October 12, CSCO and tech giant 
Microsoft..."
9,1 month ago,MSFT,"https://www.zacks.com/stock/news/2013630/mks-instruments-mksi-q3-earnings-beat-revenues-up-yy"" ","MKS Instruments (MKSI) Q3 Earnings Beat, Revenues Up Y/Y",Zacks,"Zacks Equity Research November 03, 2022 ... Each of the company logos 
represented herein are trademarks of Microsoft Corporation;..."
0,3 weeks ago,MSFT,"https://www.fool.com/investing/2022/11/07/3-stocks-not-named-nvidia-to-invest-in-the-data-ce/"" ",3 Data Center Stocks to Invest in That Are Not Nvidia,The Motley Fool,"Today's video focuses on Microsoft (MSFT -0.18%), Equinix (EQIX 1.09%), ... 
*Stock prices used were the aftermarket prices of Nov. 4, 2022."
1,1 month ago,MSFT,"https://m.economictimes.com/tech/newsletters/ettech-unwrapped/facebooks-meta-morphosis-this-weeks-top-tech-stories/articleshow/95311262.cms"" ",Facebook’s Meta-morphosis &amp; this week's top tech stories,The Economic Times,"Twelve months later, its stock is down 75% and spending on the elusive 
metaverse is in the ... Meta's market cap as of November 4, 2022."
2,1 month ago,MSFT,"https://www.gurufocus.com/news/1885776/legal-advantage-investments-inc-buys-4-sells-1-in-3rd-quarter"" ","Legal Advantage Investments, Inc. Buys 4, Sells 1 in 3rd Quarter",GuruFocus,"The 13F report details which stocks were in a guru's equity ... On 
11/04/2022, Microsoft Corp traded for a price of $214.66 per share and a..."
3,1 month ago,MSFT,"https://www.zacks.com/stock/news/2014303/vistra-corp-vst-q3-earnings-lag-estimates"" ",Vistra Corp. (VST) Q3 Earnings Lag Estimates,Zacks,"Vistra Corp. (VST) Q3 Earnings Lag Estimates. Zacks Equity Research 
November 04, 2022. ATO Quick Quote ATO"
4,1 month ago,MSFT,"https://www.marketscreener.com/quote/stock/CCC-INTELLIGENT-SOLUTIONS-113278535/news/Transcript-CCC-Intelligent-Solutions-Holdings-Inc-Q3-2022-Earnings-Call-Nov-04-2022-42208584/"" ","Transcript : CCC Intelligent Solutions Holdings Inc., Q3 2022 Earnings 
Call, Nov 04, 2022",MarketScreener,"... Solutions Holdings Inc., Q3 2022 Earnings Call, Nov 04, 2022 ... like 
Microsoft, IBM, UnitedHealth and most recently, Salesforce."
5,1 month ago,MSFT,"https://www.zacks.com/stock/news/2014205/datadog-ddog-q3-earnings-rise-yy-revenues-beat-estimates"" ","Datadog (DDOG) Q3 Earnings Rise Y/Y, Revenues Beat Estimates",Zacks,"Datadog (DDOG) Q3 Earnings Rise Y/Y, Revenues Beat Estimates. Zacks Equity 
Research November 04, 2022. EGAN Quick Quote EGAN"
6,1 month ago,MSFT,"https://www.prnewswire.co.uk/news-releases/yealink-launches-meetingbar-a10-to-cater-for-all-the-huddle-space-meeting-needs-301668770.html"" ",Yealink Launches MeetingBar A10 to Cater for All the Huddle ...,PR Newswire UK,"XIAMEN, China, Nov. 4, 2022 /PRNewswire/ -- Yealink (Stock Code: ... later 
when migrating to a native experience like Microsoft Teams or..."
7,1 month ago,MSFT,"https://www.fidelity.co.uk/markets-insights/investing-ideas/shares/are-technology-stocks-set-to-turn-higher/"" ",Are technology stocks set to turn higher?,Fidelity International,"YOU used to be able to tell a true growth stock from the rest. ... News of 
that put shares into a mini tailspin on Wednesday,..."
8,15 hours ago,MSFT,"https://www.gematsu.com/2022/12/famitsu-sales-11-21-22-11-27-22"" ",Famitsu Sales: 11/21/22 - 11/27/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 11,223 (2,866,629)..."
9,1 month ago,MSFT,"https://seekingalpha.com/article/4551291-microsoft-q3-earnings-double-digit-growth-again-excluding-currency"" ","Microsoft: Double-Digit Growth Again In Q3, Excluding ...",Seeking Alpha,"MSFT stock fell 7.7% after Q1 FY23 results last Wednesday and is now down 
30% ... in Windows Commercial and Search &amp; News Advertising:..."
0,4 weeks ago,MSFT,"https://simplywall.st/stocks/us/software/nasdaq-msft/microsoft/news/microsoft-nasdaqmsft-is-paying-out-a-larger-dividend-than-la"" ",Microsoft (NASDAQ:MSFT) Is Paying Out A Larger Dividend Than Last Year,Simply Wall St,"Investors who have held shares in the company for the past few years will 
be happy with the dividend income they have received. It's encouraging..."
1,16 hours ago,MSFT,"https://variety.com/2022/legit/news/pat-benatar-neil-giraldo-invincible-musical-theater-stage-drama-wallis-rock-hall-1235447553/"" ","Pat Benatar and Neil Giraldo Give Musical Theater Their Best Shot With L.A. 
Premiere of ‘Invincible,’ on Heels of Rock Hall Honors",Variety,"... at Microsoft Theater on November 05, 2022 in Los Angeles, ... is the 
primary appeal (Giraldo shares credit for both arrangements and..."
2,2 weeks ago,MSFT,"https://finance.yahoo.com/news/india-game-developer-conference-2022-153000184.html"" ","The India Game Developer Conference 2022 returned on-ground with 4000+ 
attendees and 60+ exhibitors, breaking into the top 5 major game developer 
events worldwide",Yahoo Finance,"The conference was held between the 3rd to 5th of November 2022 at the ... 
Nazara Technologies was the Awards Sponsor; London Stock Exchange..."
3,1 month ago,MSFT,"https://thecyberwire.com/newsletters/daily-briefing/11/213"" ",BEC gang impersonates law firms. Transportation disruptions ...,CyberWire,"It also includes Microsoft's commitment of $400 million to enable Ukraine 
to ... Ukrainians face nuclear threat with grit and dark humor (AP NEWS) 
Dmytro..."
4,4 weeks ago,MSFT,"https://www.morningstar.com/news/marketwatch/20221105271/oh-my-gosh-why-am-i-not-in-the-market-this-forecaster-says-investors-will-be-shocked-by-whats-about-to-happen-next"" ","'Oh, my gosh, why am I not in the market?' This forecaster says ...",Morningstar,"He bought stock-trading app Robinhood (HOOD) in June, ... four or five big 
large cap which are Microsoft, Facebook, ... 11-05-22 0814ET."
5,3 weeks ago,MSFT,"https://uk.style.yahoo.com/eminem-says-2007-overdose-nearly-090000406.html"" ",Eminem says 2007 overdose that nearly killed him ‘kind of sucked’,Yahoo Life UK,"... he was inducted into the Rock and Roll Hall of Fame on Saturday night 
(05.11.22), ... Dr Dre, at the ceremony in the Microsoft Theater,."
6,4 weeks ago,MSFT,"https://kstp.com/kstp-news/business-news/warren-buffetts-firm-reports-2-7b-loss-on-investment-drop/"" ",Warren Buffett's firm reports $2.7B loss on investment drop,KSTP,"Besides those oil sector investments, Berkshire also bought more than 120 
million shares of printer maker HP Inc. and bet big that Microsoft's..."
7,1 month ago,MSFT,"https://seekingalpha.com/article/4550265-activision-blizzard-merger-wide-spread-potential-near-term-appreciation"" ",Activision: Merger With A Wide Spread &amp; Potential Near-Term ...,Seeking Alpha,"Activision trades at $73 leaving 32% upside to Microsoft's bid. ... It 
tanked the stock price, and Nadella is a white knight who can remove..."
8,03-Oct-2022,MSFT,"https://www.infoq.com/news/2022/10/microsoft-dotnet-6-reduces-cost/"" ",Microsoft Claims Reduction in Cloud Cost from Migrating ...,InfoQ,"Microsoft has migrated several internal services running on the Azure cloud 
from .NET Framework to .NET 6, which the company claims has..."
9,1 month ago,MSFT,"https://www.notebookcheck.net/Microsoft-releases-stable-Android-12L-update-for-Surface-Duo-and-Surface-Duo-2-with-new-features-and-improvements.664459.0.html"" ",Microsoft releases stable Android 12L update for Surface Duo ...,NotebookCheck,"As expected, Microsoft has tweaked Android 12L from the stock version that 
Google presented in December 2021. With that being said, the version..."
0,4 weeks ago,MSFT,"https://www.nasdaq.com/articles/weekly-preview%3A-earnings-to-watch-this-week-11-6-22-bynd-dis-lyft-nio"" ","Weekly Preview: Earnings to Watch This Week 11-6-22 (BYND, DIS, LYFT, NIO)",Nasdaq,"It remains to be seen where stocks end up next week. In the meantime, 
evidenced by the solid Q3 earnings reports we have seen so far,..."
1,1 month ago,MSFT,"https://www.moneysense.ca/save/investing/making-sense-of-the-markets-this-week-november-6-2022/"" ","Making sense of the markets this week: November 6, 2022",MoneySense,"So, we're looking at the news in Canada. ... Shares of Shopify saw a 
massive 17% jump after earnings results came in, because losses weren't..."
2,4 weeks ago,MSFT,"https://finance.yahoo.com/news/cloud-management-itsm-market-2022-054300845.html"" ","Cloud It Service Management (ITSM) Market 2022 | CAGR of 18.0%| US$ 21230 
million by 2028 |, consumption by Regional data, Product &amp; Application 
Segmentation, Key Companies a Showing Impressive Growth",Yahoo Finance,"PUNE, Nov. 06, 2022 (GLOBE NEWSWIRE) -- ""Cloud It Service Management ... 
Major players' headquarters, market shares, industry ranking and..."
3,22-Sept-2022,MSFT,"https://news.microsoft.com/2022/09/22/microsoft-planet-and-the-nature-conservancy-launch-the-global-renewables-watch/"" ","Microsoft, Planet and The Nature Conservancy launch the ...",Microsoft News,"... COP27, taking place in Sharm El-Sheik, Egypt, Nov. 6-18, 2022. ... 
benefit corporation trading on the New York Stock Exchange as PL."
4,2 weeks ago,MSFT,"https://beincrypto.com/wall-street-venture-capitalist-are-as-smart-as-crypto-newbies/"" ",Investments From Smart VCs to Wall Street in FTX to Terra ...,BeInCrypto,"According to a local news outlet, South Korean investors suffered from 
particularly ... faced a MASSIVE liquidity crunch on Nov.6, 2022."
5,25-May-2022,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/stocks-to-watch-today-bpcl-coal-india-grasim-industries-and-others-in-news-today-8569711.html"" ","Stocks to Watch Today | BPCL, Coal India, Grasim Industries and others in 
news today",Moneycontrol,"Stocks to Watch: Check out the companies making headlines before the 
opening bell. Moneycontrol News. May 25, 2022 / 07:38 AM IST."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4550351-activision-blizzard-80-percent-deal-approval-chance-yet-30-percent-discount"" ","Activision Blizzard: 80% Deal Approval Chance, 30 ...",Seeking Alpha,"30% discount. Activision stock is now down 11.66% since January 18 
(Microsoft's offer date). Chart Data by YCharts. I..."
7,1 month ago,MSFT,"https://seekingalpha.com/news/3890395-snowflake-drops-as-bernstein-starts-coverage-says-gaining-share-will-be-difficult"" ","Snowflake drops as Bernstein starts coverage, says gaining ...",Seeking Alpha,"Snowflake (NYSE:SNOW) shares fell nearly 4% on Tuesday as ... Microsoft 
(MSFT) Azure and Google (GOOG) (GOOGL) Cloud Platform, it may be..."
8,3 weeks ago,MSFT,"https://www.forbesafrica.com/technology/2022/11/07/meta-reportedly-preparing-large-scale-job-cuts-here-are-the-biggest-u-s-layoffs-this-year%EF%BF%BC/"" ",Meta Reportedly Preparing ‘Large-Scale’ Job Cuts—Here Are ...,Forbes Africa,"Nov. 6, 2022The “large-scale” layoffs planned for Meta could be the ... 
experiences team—a Microsoft spokesperson told Forbes the company..."
9,02-Sept-2022,MSFT,"https://www.investing.com/news/economy/futures-jump-after-august-jobs-data-2885136"" ",Wall St ends week on down note as jobs report gain fade By ...,Investing.com,"NEW YORK (Reuters) - U.S stocks closed out the trading week on a down note 
on Friday, as early gains from a jobs report that showed a labor..."
0,3 weeks ago,MSFT,"https://www.fool.com/investing/2022/11/11/activision-blizzard-stock-is-waiting-for-the-micro/"" ",Activision Blizzard Stock: Is Waiting for the Microsoft Buyout ...,The Motley Fool,"*Stock prices used were the after-hours prices of Nov. 7, 2022. The video 
was published on Nov. 10, 2022."
1,3 weeks ago,MSFT,"https://finance.yahoo.com/news/apple-amazon-alphabet-microsoft-meta-102410475.html"" ","Apple, Amazon, Alphabet, Microsoft and Meta are part of Zacks Earnings 
Preview",Yahoo Finance,"Chicago, IL – November 7, 2022 – Zacks.com releases the list of companies 
likely to issue earnings surprises. This week's list includes..."
2,3 weeks ago,MSFT,"https://finance.yahoo.com/news/trimble-construction-cloud-powered-microsoft-113200718.html"" ","Trimble Construction Cloud Powered by Microsoft Azure Launches at Trimble 
Dimensions+ Conference",Yahoo Finance,"Trimble Construction Cloud Powered by Microsoft Azure Launches at Trimble 
Dimensions+ Conference. November 7, 2022 ·4 min read. Construction-Focused 
Cloud..."
3,3 weeks ago,MSFT,"https://www.moneycontrol.com/news/business/tata-motors-announces-price-hike-across-its-passenger-vehicles-9454261.html"" ",Tata Motors hikes prices of passenger vehicles,Moneycontrol,"""Effective November 7, 2022, the weighted average increase will be 0.9%, 
depending on the variant and model,"" the company said in a..."
4,3 weeks ago,MSFT,"https://www.fool.com/investing/2022/11/08/4-growth-stocks-that-im-bullish-on-right-now/"" ",4 Growth Stocks That I'm Bullish on Right Now,The Motley Fool,"Today's video focuses on Microsoft (MSFT -0.18%), Meta Platforms (META 
1.98%) ... *Stock prices used were the market prices of Nov. 7, 2022."
5,3 weeks ago,MSFT,"https://vator.tv/news/2022-11-07-digital-health-news-funding-round-up-in-the-prior-week-november-7-2022"" ","Digital health news, funding round up in the prior week ...",Vator News,"Innovate Cities shares Replica Analytics' commitment to data privacy, ... 
As a result, the Microsoft Azure-powered SOPHiA DDM Platform is..."
6,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2014831/perion-network-peri-to-post-q3-earnings-what-to-expect"" ",Perion Network (PERI) to Post Q3 Earnings: What to Expect,Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... Zacks 
Equity Research November 07, 2022. MSFT Quick Quote MSFT"
7,3 weeks ago,MSFT,"https://finance.yahoo.com/news/artificial-heart-market-growth-share-122800499.html"" ","Artificial Heart Market Growth &amp; Share by 2028 | Company Profiles, Top 
Regions, Latest Technology, Investment Opportunities, Future Trends | 
Sales, Price, Revenue, Gross Margin, Cost Analysis",Yahoo Finance,"Pune, Nov. 07, 2022 (GLOBE NEWSWIRE) -- Artificial Heart market report 
shares valuable information about global development status,..."
8,2 weeks ago,MSFT,"https://www.business-standard.com/article/news-cm/nifty-ends-tad-above-18-400-level-keystone-realtors-ipo-subscribed-1-97-times-122111600948_1.html"" ","Nifty ends tad above 18,400 level; Keystone Realtors IPO subscribed 1.97 
times",Business Standard,"On the BSE, 1441 shares rose, and 2075 shares fell. ... The issue opened 
for bidding on 3 November 2022 and it closed on 7 November 2022."
9,3 weeks ago,MSFT,"https://stockhouse.com/news/press-releases/2022/11/07/activision-blizzard-announces-third-quarter-2022-financial-results"" ",2022-11-07 | NDAQ:ATVI | Press Release | Activision Blizzard ...,Stockhouse,"As announced on January 18, 2022, Microsoft plans to acquire ... which may 
adversely affect our business and the price of our common stock;..."
0,3 weeks ago,MSFT,"https://finance.yahoo.com/news/letter-ceo-bobby-kotick-regarding-171500048.html"" ","A Letter from CEO Bobby Kotick Regarding Activision Blizzard’s Merger With 
Microsoft",Yahoo Finance,"SANTA MONICA, Calif., November 08, 2022--(BUSINESS ... Being a part of 
Microsoft will help us better realize our ambitions and satisfy the..."
1,2 weeks ago,MSFT,"https://www.bleepingcomputer.com/news/microsoft/microsoft-fixes-windows-kerberos-auth-issues-in-emergency-updates/"" ",Microsoft fixes Windows Kerberos auth issues in emergency updates,Bleeping Computer,"""After installing updates released on November 8, 2022 or later on ... to 
access shared folders on workstations and file shares on servers."
2,2 weeks ago,MSFT,"https://www.bleepingcomputer.com/news/microsoft/windows-kerberos-authentication-breaks-after-november-updates/"" ",Windows Kerberos authentication breaks after November updates,Bleeping Computer,"Microsoft is investigating a new known issue causing enterprise ... ""After 
installing updates released on November 8, 2022 or later on..."
3,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2015259/buy-5-tech-stocks-at-attractive-valuation-to-tap-market-rally"" ",Buy 5 Tech Stocks at Attractive Valuation to Tap Market Rally,Zacks,"Buy 5 Tech Stocks at Attractive Valuation to Tap Market Rally. Nalak Das 
November 08, 2022. FTNT Quick Quote FTNT PAYC Quick Quote PAYC"
4,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2015536/activision-atvi-q3-earnings-revenues-fall-yy-on-soft-demand"" ","Activision (ATVI) Q3 Earnings, Revenues Fall Y/Y on Soft Demand",Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... Zacks 
Equity Research November 08, 2022. MSFT Quick Quote MSFT"
5,3 weeks ago,MSFT,"https://www.marketscreener.com/quote/stock/NEW-RELIC-INC-19157128/news/Transcript-New-Relic-Inc-Q2-2023-Earnings-Call-Nov-08-2022-42247608/"" ","Transcript : New Relic, Inc., Q2 2023 Earnings Call, Nov 08, 2022",MarketScreener,"Transcript : New Relic, Inc., Q2 2023 Earnings Call, Nov 08, 2022 ... And 
prior to that, Dell and Microsoft, where he has been an executive..."
6,3 weeks ago,MSFT,"https://www.marketscreener.com/quote/stock/NEXTDOOR-HOLDINGS-INC-129164809/news/Transcript-Nextdoor-Holdings-Inc-Q3-2022-Earnings-Call-Nov-08-2022-42247927/"" ","Transcript : Nextdoor Holdings, Inc., Q3 2022 Earnings Call, Nov 08, 2022",Marketscreener.com,"Transcript : Nextdoor Holdings, Inc., Q3 2022 Earnings Call, Nov 08, 2022 
... A good example is a lot of the Microsoft local sites."
7,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2015616/activision-blizzards-atvi-modern-warfare-ii-crosses-1b"" ",Activision Blizzard's (ATVI) Modern Warfare II Crosses $1B,Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... Zacks 
Equity Research November 08, 2022. MSFT Quick Quote MSFT"
8,3 weeks ago,MSFT,"https://www.morningstar.com/news/marketwatch/20221108413/take-two-stock-sinks-as-analysts-walk-off-mobile-weakness-focus-on-pipeline"" ",Take-Two stock sinks as analysts walk off mobile weakness ...,Morningstar,"Elsewhere in videogames, EU officials digging deeper into Microsoft Corp.'s 
(MSFT) acquisition of Activision Blizzard Inc. (ATVI), prompting..."
9,3 weeks ago,MSFT,"https://finance.yahoo.com/news/q3-earnings-season-scorecard-analyst-194307031.html"" ","Q3 Earnings Season Scorecard and Analyst Reports for JPMorgan, Canadian 
Pacific &amp; Equinix",Yahoo Finance,"Shares of JPMorgan Chase have modestly underperformed the Zacks Major ... 
monitoring products and strong tie-ups with Amazon and Microsoft."
0,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016075/heres-why-you-should-retain-vornado-realty-vno-stock-now"" ",Here's Why You Should Retain Vornado Realty (VNO) Stock Now,Zacks,"Here's Why You Should Retain Vornado Realty (VNO) Stock Now. Zacks Equity 
Research November 09, 2022. VNO Quick Quote VNO GOOD Quick Quote"
1,3 weeks ago,MSFT,"https://www.prnewswire.com/news-releases/ecomatcher-brings-tree-planting-to-microsoft-teams-301671600.html"" ",EcoMatcher Brings Tree Planting to Microsoft Teams,PR Newswire,"New EcoMatcher app for Teams will enable Microsoft Teams users to plant ... 
HONG KONG and SHARM EL-SHEIKH, Egypt, Nov. 9, 2022 /PRNewswire/..."
2,3 weeks ago,MSFT,"https://www.marketscreener.com/quote/stock/PAYONEER-GLOBAL-INC-124221589/news/Transcript-Payoneer-Global-Inc-Q3-2022-Earnings-Call-Nov-09-2022-42261712/"" ","Transcript : Payoneer Global Inc., Q3 2022 Earnings Call, Nov 09, 2022",MarketScreener,"Transcript : Payoneer Global Inc., Q3 2022 Earnings Call, Nov 09, 2022 ... 
he ran the product and prior to that at Amazon and Microsoft."
3,3 weeks ago,MSFT,"https://stocknews.com/news/csco-hca-cve-3-stocks-you-can-buy-to-supercharge-your-portfolio-right/"" ",CSCO: 3 Stocks You Can Buy to Supercharge Your Portfolio ...,StockNews,"On October 12, 2022, CSCO and Microsoft Corporation (MSFT) ... common 
shares during the 12-month period commencing November 9, 2022,..."
4,3 weeks ago,MSFT,"https://www.zacks.com/stock/news/2016339/bet-on-these-equity-etfs-to-follow-warren-buffett"" ",Bet on These Equity ETFs to Follow Warren Buffett,Zacks,"Billionaire investor Warren Buffett has turned a winner this year despite 
wild stock market gyrations. The world's richest people including..."
5,3 weeks ago,MSFT,"https://www.gurufocus.com/news/1889120/california-public-employees-retirement-system-goes-on-buying-spree-in-3rd-quarter"" ",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM ...,GuruFocus,"The 13F report details which stocks were in a guru's equity ... On 
11/09/2022, Microsoft Corp traded for a price of $224.96 per share and a..."
6,3 weeks ago,MSFT,"https://finance.yahoo.com/news/carparts-com-reports-record-third-210100831.html"" ",CarParts.com Reports Record Third Quarter 2022 Results,Yahoo Finance,"TORRANCE, Calif., Nov. 9, 2022 /PRNewswire/ -- CarParts.com, Inc. (NASDAQ: 
... from 15-year old legacy system to Microsoft Dynamics 365."
